"index","garage_id","user_id","user_type","start_plugin","start_plugin_hour","end_plugout","end_plugout_hour","el_kwh","duration_hours","month_plugin","weekdays_plugin"
"3322","Bl2","Share-29","Shared","2019-10-30T15:33:00.000","15","2019-10-30T18:38:00.000","18","10.39","3.0825","Oct","Wednesday"
"3323","UT15","UT15-1","Private","2019-10-30T15:54:00.000","15","2019-10-31T11:27:00.000","11","7.73","19.5625","Oct","Wednesday"
"3324","Bl2","Bl2-5","Private","2019-10-30T15:59:00.000","15","2019-10-30T16:46:00.000","16","2.76","0.778888889","Oct","Wednesday"
"3325","AsO10","AsO10-1","Private","2019-10-30T16:26:00.000","16","2019-10-30T17:47:00.000","17","4.61","1.348888889","Oct","Wednesday"
"3326","Bl2","Bl2-8","Private","2019-10-30T16:37:00.000","16","2019-10-31T07:42:00.000","7","16.88","15.08277778","Oct","Wednesday"
"3327","NR1","NR1-2","Private","2019-10-30T16:55:00.000","16","2019-10-31T06:47:00.000","6","7.83","13.8775","Oct","Wednesday"
"3328","MS1","MS1-2","Private","2019-10-30T17:01:00.000","17","2019-10-30T20:02:00.000","20","8.34","3.009444444","Oct","Wednesday"
"3329","MS22","AsO4-2","Private","2019-10-30T17:22:00.000","17","2019-10-31T06:57:00.000","6","2.02","13.57388889","Oct","Wednesday"
"3330","Bl2","Bl2-5","Private","2019-10-30T17:38:00.000","17","2019-10-30T19:15:00.000","19","5.75","1.615555556","Oct","Wednesday"
"3331","AdO1","AdO1-2","Private","2019-10-30T18:08:00.000","18","2019-10-30T20:51:00.000","20","5.13","2.726111111","Oct","Wednesday"
"3332","MS1","MS1-1","Private","2019-10-30T18:49:00.000","18","2019-10-31T17:24:00.000","17","0.02","22.5825","Oct","Wednesday"
"3333","AsO10","AsO10-5","Private","2019-10-30T18:50:00.000","18","2019-10-30T19:35:00.000","19","5.54","0.756388889","Oct","Wednesday"
"3334","Bl2","Bl2-3","Private","2019-10-30T19:28:00.000","19","2019-10-31T07:55:00.000","7","24.45","12.43694444","Oct","Wednesday"
"3335","UT9","Share-36","Shared","2019-10-30T19:29:00.000","19","2019-10-30T22:51:00.000","22","6.47","3.374166667","Oct","Wednesday"
"3336","AsO2","AsO2-1","Private","2019-10-30T19:32:00.000","19","2019-10-31T08:05:00.000","8","13.11","12.55611111","Oct","Wednesday"
"3337","AdA6","AdA6-1","Private","2019-10-30T19:36:00.000","19","2019-10-31T07:48:00.000","7","2.54","12.19222222","Oct","Wednesday"
"3338","AsO4","AsO4-1","Private","2019-10-30T19:42:00.000","19","2019-11-01T09:47:00.000","9","7.47","38.08333333","Oct","Wednesday"
"3339","Bl2","Share-25","Shared","2019-10-30T19:55:00.000","19","2019-10-31T06:34:00.000","6","36.83","10.65833333","Oct","Wednesday"
"3340","Bl2","Bl2-7","Private","2019-10-30T19:58:00.000","19","2019-10-31T07:43:00.000","7","5.68","11.74777778","Oct","Wednesday"
"3341","Bl2","Bl2-5","Private","2019-10-30T19:59:00.000","19","2019-10-30T21:22:00.000","21","4.62","1.373888889","Oct","Wednesday"
"3342","MS1","MS1-2","Private","2019-10-30T20:07:00.000","20","2019-10-31T07:21:00.000","7","0.25","11.24555556","Oct","Wednesday"
"3343","NR1","NR1-3","Private","2019-10-30T20:37:00.000","20","2019-10-31T07:09:00.000","7","29.7","10.53527778","Oct","Wednesday"
"3344","Bl2","Bl2-6","Private","2019-10-30T20:37:00.000","20","2019-11-01T10:28:00.000","10","13.88","37.85277778","Oct","Wednesday"
"3345","AsO10","AsO10-5","Private","2019-10-30T20:42:00.000","20","2019-10-31T06:47:00.000","6","60.97","10.09166667","Oct","Wednesday"
"3346","UT7","UT7-3","Private","2019-10-30T20:47:00.000","20","2019-10-31T08:16:00.000","8","11.35","11.48944444","Oct","Wednesday"
"3347","Bl2","Bl2-5","Private","2019-10-30T21:56:00.000","21","2019-10-31T07:38:00.000","7","4.39","9.709722222","Oct","Wednesday"
"3348","Bl2","Bl2-1","Private","2019-10-30T22:07:00.000","22","2019-10-31T07:54:00.000","7","17.39","9.791111111","Oct","Wednesday"
"3349","UT15","UT15-2","Private","2019-10-30T22:16:00.000","22","2019-10-31T08:06:00.000","8","10.14","9.828333333","Oct","Wednesday"
"3350","AsO8","AsO8-3","Private","2019-10-30T22:22:00.000","22","2019-10-31T09:09:00.000","9","26.41","10.77527778","Oct","Wednesday"
"3351","AdO1","AdO1-3","Private","2019-10-30T23:04:00.000","23","2019-10-31T09:54:00.000","9","49.4","10.84194444","Oct","Wednesday"
"3352","UT7","UT7-5","Private","2019-10-30T23:40:00.000","23","2019-10-31T08:37:00.000","8","9.65","8.938055556","Oct","Wednesday"
"3353","Bl2","Share-30","Shared","2019-10-31T12:57:00.000","12","2019-10-31T17:09:00.000","17","29.52","4.198333333","Oct","Thursday"
"3354","AsO2","Share-20","Shared","2019-10-31T13:08:00.000","13","2019-10-31T18:39:00.000","18","15.45","5.515555556","Oct","Thursday"
"3355","SR2","SR2-2","Private","2019-10-31T14:10:00.000","14","2019-11-01T10:07:00.000","10","7.15","19.95583333","Oct","Thursday"
"3356","UT15","UT15-1","Private","2019-10-31T15:12:00.000","15","2019-10-31T19:57:00.000","19","7.87","4.755277778","Oct","Thursday"
"3357","Bl2","Bl2-7","Private","2019-10-31T15:30:00.000","15","2019-11-01T08:31:00.000","8","5.96","17.01638889","Oct","Thursday"
"3358","UT15","UT15-2","Private","2019-10-31T15:46:00.000","15","2019-11-01T07:42:00.000","7","6.65","15.92611111","Oct","Thursday"
"3359","AdA6","AdA6-1","Private","2019-10-31T15:54:00.000","15","2019-10-31T18:53:00.000","18","6.14","2.992777778","Oct","Thursday"
"3360","UT7","UT7-2","Private","2019-10-31T16:00:00.000","16","2019-10-31T17:35:00.000","17","4.25","1.586111111","Oct","Thursday"
"3361","MS1","MS1-2","Private","2019-10-31T16:01:00.000","16","2019-10-31T16:29:00.000","16","1.68","0.463055556","Oct","Thursday"
"3362","UT7","UT7-5","Private","2019-10-31T16:04:00.000","16","2019-10-31T17:49:00.000","17","6.32","1.745","Oct","Thursday"
"3363","Bl2","Bl2-5","Private","2019-10-31T16:13:00.000","16","2019-10-31T16:34:00.000","16","1.27","0.363611111","Oct","Thursday"
"3364","SR2","SR2-1","Private","2019-10-31T16:17:00.000","16","2019-11-02T08:28:00.000","8","11.66","40.19111111","Oct","Thursday"
"3365","MS22","AsO4-2","Private","2019-10-31T16:37:00.000","16","2019-11-01T06:33:00.000","6","8.7","13.92361111","Oct","Thursday"
"3366","Bl2","Bl2-5","Private","2019-10-31T16:54:00.000","16","2019-10-31T18:48:00.000","18","4.64","1.9025","Oct","Thursday"
"3367","Bl2","Bl2-8","Private","2019-10-31T17:02:00.000","17","2019-10-31T19:47:00.000","19","17.02","2.757777778","Oct","Thursday"
"3368","UT7","UT7-3","Private","2019-10-31T17:08:00.000","17","2019-10-31T19:49:00.000","19","3.42","2.685","Oct","Thursday"
"3369","MS1","MS1-2","Private","2019-10-31T18:25:00.000","18","2019-10-31T19:10:00.000","19","2.7","0.747777778","Oct","Thursday"
"3370","MS1","MS1-1","Private","2019-10-31T18:52:00.000","18","2019-11-01T08:58:00.000","8","6.11","14.09527778","Oct","Thursday"
"3371","NR1","NR1-1","Private","2019-10-31T18:53:00.000","18","2019-11-01T08:13:00.000","8","7.98","13.32472222","Oct","Thursday"
"3372","Bl2","Share-28","Shared","2019-10-31T19:05:00.000","19","2019-11-01T06:31:00.000","6","21.36","11.42472222","Oct","Thursday"
"3373","NR1","NR1-2","Private","2019-10-31T19:09:00.000","19","2019-11-01T06:41:00.000","6","3.62","11.53916667","Oct","Thursday"
"3374","MS1","MS1-2","Private","2019-10-31T19:28:00.000","19","2019-11-01T07:42:00.000","7","15.87","12.23222222","Oct","Thursday"
"3375","Bl2","Bl2-5","Private","2019-10-31T20:09:00.000","20","2019-11-01T07:16:00.000","7","5.21","11.11444444","Oct","Thursday"
"3376","AdA6","AdA6-1","Private","2019-10-31T20:12:00.000","20","2019-11-01T07:45:00.000","7","1.24","11.5475","Oct","Thursday"
"3377","UT1","UT1-1","Private","2019-10-31T20:14:00.000","20","2019-10-31T21:29:00.000","21","4.68","1.246388889","Oct","Thursday"
"3378","AdA1","AdA1-1","Private","2019-10-31T20:15:00.000","20","2019-11-02T11:24:00.000","11","5.72","39.14972222","Oct","Thursday"
"3379","UT7","UT7-2","Private","2019-10-31T20:16:00.000","20","2019-11-01T07:19:00.000","7","6.45","11.04111111","Oct","Thursday"
"3380","AsO2","AsO2-1","Private","2019-10-31T20:26:00.000","20","2019-11-01T06:57:00.000","6","14.71","10.51194444","Oct","Thursday"
"3381","Bl2","Bl2-1","Private","2019-10-31T20:29:00.000","20","2019-10-31T21:19:00.000","21","2.93","0.833888889","Oct","Thursday"
"3382","Bl2","Bl2-3","Private","2019-10-31T20:49:00.000","20","2019-11-01T08:04:00.000","8","39.86","11.24861111","Oct","Thursday"
"3383","SR2","SR2-3","Private","2019-10-31T20:51:00.000","20","2019-11-01T07:50:00.000","7","27.81","10.99111111","Oct","Thursday"
"3384","UT7","UT7-3","Private","2019-10-31T21:46:00.000","21","2019-10-31T23:23:00.000","23","5.64","1.610555556","Oct","Thursday"
"3385","AsO10","AsO10-1","Private","2019-10-31T22:07:00.000","22","2019-11-01T10:09:00.000","10","14.11","12.035","Oct","Thursday"
"3386","Bl2","Bl2-2","Private","2019-10-31T22:17:00.000","22","2019-11-01T07:59:00.000","7","21.1","9.700833333","Oct","Thursday"
"3387","UT7","UT7-5","Private","2019-10-31T22:22:00.000","22","2019-11-01T08:00:00.000","8","9.49","9.629166667","Oct","Thursday"
"3388","UT15","UT15-1","Private","2019-10-31T22:44:00.000","22","2019-11-01T13:14:00.000","13","4.95","14.48888889","Oct","Thursday"
"3389","Bl2","Share-3","Shared","2019-11-01T00:01:00.000","0","2019-11-01T07:48:00.000","7","33.41","7.78","Nov","Friday"
"3390","UT1","UT1-1","Private","2019-11-01T01:32:00.000","1","2019-11-01T17:22:00.000","17","10.04","15.83416667","Nov","Friday"
"3391","AdO1","AdO1-1","Private","2019-11-01T06:47:00.000","6","2019-11-01T14:54:00.000","14","20.92","8.111388889","Nov","Friday"
"3392","Bl2","Share-30","Shared","2019-11-01T08:06:00.000","8","2019-11-01T11:39:00.000","11","25.14","3.541944444","Nov","Friday"
"3393","Bl2","Bl2-1","Private","2019-11-01T12:10:00.000","12","2019-11-01T14:28:00.000","14","8.19","2.300555556","Nov","Friday"
"3394","AsO2","Share-22","Shared","2019-11-01T12:56:00.000","12","2019-11-01T15:45:00.000","15","14.84","2.811111111","Nov","Friday"
"3395","Bl2","Share-29","Shared","2019-11-01T14:18:00.000","14","2019-11-01T17:30:00.000","17","10.27","3.207222222","Nov","Friday"
"3396","UT7","UT7-5","Private","2019-11-01T14:47:00.000","14","2019-11-01T17:29:00.000","17","8.35","2.697777778","Nov","Friday"
"3397","UT15","UT15-2","Private","2019-11-01T14:59:00.000","14","2019-11-01T15:46:00.000","15","2.89","0.778333333","Nov","Friday"
"3398","NR1","NR1-1","Private","2019-11-01T15:08:00.000","15","2019-11-01T18:28:00.000","18","6.69","3.321944444","Nov","Friday"
"3399","UT15","UT15-1","Private","2019-11-01T15:32:00.000","15","2019-11-03T13:10:00.000","13","4.92","45.6325","Nov","Friday"
"3400","Bl2","Bl2-5","Private","2019-11-01T15:40:00.000","15","2019-11-01T19:07:00.000","19","3.73","3.442777778","Nov","Friday"
"3401","NR1","NR1-2","Private","2019-11-01T15:57:00.000","15","2019-11-02T09:13:00.000","9","3.78","17.265","Nov","Friday"
"3402","AsO2","AsO6-1","Shared","2019-11-01T15:57:00.000","15","2019-11-02T09:40:00.000","9","61.37","17.71583333","Nov","Friday"
"3403","UT7","UT7-2","Private","2019-11-01T15:58:00.000","15","2019-11-02T12:27:00.000","12","5.68","20.47777778","Nov","Friday"
"3404","AdA6","AdA6-1","Private","2019-11-01T16:05:00.000","16","2019-11-02T12:53:00.000","12","2.44","20.79722222","Nov","Friday"
"3405","UT9","Share-12","Shared","2019-11-01T16:12:00.000","16","2019-11-01T19:52:00.000","19","21.62","3.673333333","Nov","Friday"
"3406","MS1","MS1-1","Private","2019-11-01T16:21:00.000","16","2019-11-02T11:52:00.000","11","0.69","19.52138889","Nov","Friday"
"3407","AdO1","AdO1-2","Private","2019-11-01T16:24:00.000","16","2019-11-01T16:38:00.000","16","0.7","0.236111111","Nov","Friday"
"3408","MS22","AsO4-2","Private","2019-11-01T16:33:00.000","16","2019-11-01T16:50:00.000","16","0.85","0.283888889","Nov","Friday"
"3409","AdO3","AdO3-4","Private","2019-11-01T16:38:00.000","16","2019-11-02T07:26:00.000","7","30.08","14.78888889","Nov","Friday"
"3410","AdO1","AdO1-2","Private","2019-11-01T16:44:00.000","16","2019-11-01T22:59:00.000","22","8.45","6.236944444","Nov","Friday"
"3411","MS22","MS22-1","Private","2019-11-01T17:21:00.000","17","2019-11-02T10:27:00.000","10","49.94","17.08777778","Nov","Friday"
"3412","UT15","UT15-2","Private","2019-11-01T17:50:00.000","17","2019-11-02T10:24:00.000","10","17.02","16.55777778","Nov","Friday"
"3413","UT7","UT7-3","Private","2019-11-01T18:00:00.000","18","2019-11-03T18:02:00.000","18","12.01","48.04472222","Nov","Friday"
"3414","UT1","UT1-2","Private","2019-11-01T18:09:00.000","18","2019-11-02T11:17:00.000","11","29.26","17.14138889","Nov","Friday"
"3415","UT7","UT7-5","Private","2019-11-01T18:25:00.000","18","2019-11-01T20:57:00.000","20","8.83","2.534166667","Nov","Friday"
"3416","MS22","AsO4-2","Private","2019-11-01T18:35:00.000","18","2019-11-02T10:39:00.000","10","5.82","16.05722222","Nov","Friday"
"3417","NR1","NR1-1","Private","2019-11-01T19:01:00.000","19","2019-11-02T11:51:00.000","11","4.72","16.83972222","Nov","Friday"
"3418","SR2","SR2-3","Private","2019-11-01T20:26:00.000","20","2019-11-02T09:20:00.000","9","9.82","12.89722222","Nov","Friday"
"3419","AsO10","AsO10-1","Private","2019-11-01T21:59:00.000","21","2019-11-02T11:21:00.000","11","9.93","13.36361111","Nov","Friday"
"3420","AdO3","AdO3-2","Private","2019-11-01T22:38:00.000","22","2019-11-02T11:49:00.000","11","10.58","13.19027778","Nov","Friday"
"3421","SR14","SR14-1","Private","2019-11-01T22:58:00.000","22","2019-11-02T17:21:00.000","17","46.22","18.37444444","Nov","Friday"
"3422","Bl2","Bl2-8","Private","2019-11-01T23:00:00.000","23","2019-11-02T07:11:00.000","7","8.77","8.186944444","Nov","Friday"
"3423","UT1","UT1-1","Private","2019-11-01T23:25:00.000","23","2019-11-02T11:03:00.000","11","6.54","11.63611111","Nov","Friday"
"3424","Bl2","Bl2-5","Private","2019-11-02T00:01:00.000","0","2019-11-02T11:42:00.000","11","6.25","11.66833333","Nov","Saturday"
"3425","Bl2","Share-28","Shared","2019-11-02T10:27:00.000","10","2019-11-02T13:02:00.000","13","9.41","2.593611111","Nov","Saturday"
"3426","MS22","AsO4-2","Private","2019-11-02T12:43:00.000","12","2019-11-03T15:32:00.000","15","4.74","26.81638889","Nov","Saturday"
"3427","SR2","SR2-2","Private","2019-11-02T13:06:00.000","13","2019-11-02T18:02:00.000","18","7.48","4.925833333","Nov","Saturday"
"3428","MS1","MS1-1","Private","2019-11-02T14:13:00.000","14","2019-11-03T11:29:00.000","11","8.85","21.27777778","Nov","Saturday"
"3429","Bl2","Share-25","Shared","2019-11-02T14:44:00.000","14","2019-11-03T11:32:00.000","11","37.32","20.80222222","Nov","Saturday"
"3430","AdA6","AdA6-1","Private","2019-11-02T14:56:00.000","14","2019-11-02T16:49:00.000","16","5.64","1.877777778","Nov","Saturday"
"3431","AsO8","AsO8-3","Private","2019-11-02T15:21:00.000","15","2019-11-03T10:31:00.000","10","24.34","19.17611111","Nov","Saturday"
"3432","Bl2","Bl2-1","Private","2019-11-02T15:33:00.000","15","2019-11-03T10:20:00.000","10","12.68","18.77972222","Nov","Saturday"
"3433","NR1","NR1-2","Private","2019-11-02T15:54:00.000","15","2019-11-03T12:28:00.000","12","7.77","20.57416667","Nov","Saturday"
"3434","Bl2","Bl2-7","Private","2019-11-02T16:06:00.000","16","2019-11-03T12:57:00.000","12","9.89","20.83972222","Nov","Saturday"
"3435","Bl2","Bl2-8","Private","2019-11-02T16:07:00.000","16","2019-11-03T07:10:00.000","7","6.92","15.05805556","Nov","Saturday"
"3436","Bl2","Share-29","Shared","2019-11-02T16:32:00.000","16","2019-11-02T19:44:00.000","19","11.29","3.200555556","Nov","Saturday"
"3437","Bl2","Bl2-5","Private","2019-11-02T17:00:00.000","17","2019-11-02T18:02:00.000","18","3.65","1.028055556","Nov","Saturday"
"3438","Bl2","Bl2-3","Private","2019-11-02T17:03:00.000","17","2019-11-03T11:00:00.000","11","24.9","17.95055556","Nov","Saturday"
"3439","AdA6","AdA6-1","Private","2019-11-02T17:31:00.000","17","2019-11-02T19:56:00.000","19","2.9","2.408333333","Nov","Saturday"
"3440","UT9","Share-36","Shared","2019-11-02T17:46:00.000","17","2019-11-02T21:38:00.000","21","8.02","3.878055556","Nov","Saturday"
"3441","AsO10","AsO10-4","Private","2019-11-02T18:00:00.000","18","2019-11-03T13:16:00.000","13","24.18","19.25777778","Nov","Saturday"
"3442","AdO1","AdO1-2","Private","2019-11-02T18:29:00.000","18","2019-11-02T21:41:00.000","21","9.05","3.206388889","Nov","Saturday"
"3443","AdO3","AdO3-4","Private","2019-11-02T18:47:00.000","18","2019-11-03T09:44:00.000","9","25.23","14.95972222","Nov","Saturday"
"3444","AsO10","AsO10-1","Private","2019-11-02T21:06:00.000","21","2019-11-03T14:33:00.000","14","16.02","17.44277778","Nov","Saturday"
"3445","AdA6","AdA6-1","Private","2019-11-02T21:21:00.000","21","2019-11-03T08:48:00.000","8","7.24","11.44333333","Nov","Saturday"
"3446","Bl2","Bl2-5","Private","2019-11-02T22:14:00.000","22","2019-11-03T10:42:00.000","10","6.06","12.46666667","Nov","Saturday"
"3447","AdA1","AdA1-1","Private","2019-11-02T22:49:00.000","22","2019-11-03T19:16:00.000","19","4.08","20.44972222","Nov","Saturday"
"3448","Bl2","Bl2-2","Private","2019-11-02T23:32:00.000","23","2019-11-03T01:33:00.000","1","7.23","2.011111111","Nov","Saturday"
"3449","Bl2","Bl2-2","Private","2019-11-03T06:00:00.000","6","2019-11-03T14:34:00.000","14","13.44","8.564444444","Nov","Sunday"
"3450","AsO2","Share-4","Shared","2019-11-03T09:39:00.000","9","2019-11-03T12:06:00.000","12","6.79","2.451944444","Nov","Sunday"
"3451","AdA6","AdA6-1","Private","2019-11-03T10:46:00.000","10","2019-11-03T19:23:00.000","19","5.29","8.605","Nov","Sunday"
"3452","AsO2","AsO2-1","Private","2019-11-03T11:40:00.000","11","2019-11-03T14:05:00.000","14","8.55","2.407777778","Nov","Sunday"
"3453","Bl2","Share-18","Shared","2019-11-03T12:42:00.000","12","2019-11-03T19:13:00.000","19","43.36","6.5175","Nov","Sunday"
"3454","Bl2","Bl2-5","Private","2019-11-03T13:20:00.000","13","2019-11-03T18:33:00.000","18","4.31","5.211666667","Nov","Sunday"
"3455","UT7","UT7-2","Private","2019-11-03T13:35:00.000","13","2019-11-03T15:38:00.000","15","7.78","2.056666667","Nov","Sunday"
"3456","AdO1","AdO1-2","Private","2019-11-03T14:00:00.000","14","2019-11-07T11:00:00.000","11","9.1","92.99972222","Nov","Sunday"
"3457","Bl2","Share-3","Shared","2019-11-03T14:17:00.000","14","2019-11-03T15:51:00.000","15","8.1","1.558611111","Nov","Sunday"
"3458","AdO3","AdO3-3","Private","2019-11-03T14:26:00.000","14","2019-11-04T07:30:00.000","7","18.37","17.06638889","Nov","Sunday"
"3459","NR1","NR1-2","Private","2019-11-03T14:37:00.000","14","2019-11-04T06:41:00.000","6","8.59","16.07027778","Nov","Sunday"
"3460","UT15","UT15-1","Private","2019-11-03T14:45:00.000","14","2019-11-04T08:10:00.000","8","6.84","17.41416667","Nov","Sunday"
"3461","UT9","Share-36","Shared","2019-11-03T15:00:00.000","15","2019-11-03T17:18:00.000","17","5.28","2.308333333","Nov","Sunday"
"3462","MS1","MS1-2","Private","2019-11-03T15:05:00.000","15","2019-11-04T07:41:00.000","7","17.13","16.58694444","Nov","Sunday"
"3463","Bl2","Bl2-8","Private","2019-11-03T15:18:00.000","15","2019-11-04T06:51:00.000","6","4.81","15.5475","Nov","Sunday"
"3464","SR2","SR2-1","Private","2019-11-03T15:34:00.000","15","2019-11-04T17:37:00.000","17","9.75","26.04444444","Nov","Sunday"
"3465","Bl2","Bl2-3","Private","2019-11-03T16:00:00.000","16","2019-11-04T08:07:00.000","8","34.64","16.11916667","Nov","Sunday"
"3466","AsO2","Share-5","Shared","2019-11-03T16:15:00.000","16","2019-11-03T20:51:00.000","20","33.93","4.601666667","Nov","Sunday"
"3467","AsO4","AsO4-1","Private","2019-11-03T16:22:00.000","16","2019-11-03T20:33:00.000","20","5.68","4.179722222","Nov","Sunday"
"3468","UT7","UT7-5","Private","2019-11-03T16:25:00.000","16","2019-11-04T07:57:00.000","7","3.06","15.54722222","Nov","Sunday"
"3469","AsO10","AsO10-1","Private","2019-11-03T16:40:00.000","16","2019-11-03T20:48:00.000","20","9.91","4.128333333","Nov","Sunday"
"3470","UT9","Share-12","Shared","2019-11-03T17:16:00.000","17","2019-11-03T20:46:00.000","20","17.87","3.5025","Nov","Sunday"
"3471","UT15","UT15-2","Private","2019-11-03T17:22:00.000","17","2019-11-04T07:42:00.000","7","15.93","14.33555556","Nov","Sunday"
"3472","NR1","NR1-3","Private","2019-11-03T17:24:00.000","17","2019-11-04T07:07:00.000","7","22.12","13.71944444","Nov","Sunday"
"3473","AdO3","AdO3-4","Private","2019-11-03T17:56:00.000","17","2019-11-04T16:13:00.000","16","35.62","22.26888889","Nov","Sunday"
"3474","UT9","Share-36","Shared","2019-11-03T18:05:00.000","18","2019-11-03T20:20:00.000","20","3.4","2.252222222","Nov","Sunday"
"3475","AsO2","AsO2-1","Private","2019-11-03T18:44:00.000","18","2019-11-04T06:45:00.000","6","19.04","12.02583333","Nov","Sunday"
"3476","MS22","AsO4-2","Private","2019-11-03T18:55:00.000","18","2019-11-04T06:26:00.000","6","6.03","11.515","Nov","Sunday"
"3477","MS1","MS1-1","Private","2019-11-03T19:05:00.000","19","2019-11-06T18:54:00.000","18","1.97","71.805","Nov","Sunday"
"3478","Bl2","Share-8","Shared","2019-11-03T19:31:00.000","19","2019-11-04T08:20:00.000","8","18.19","12.82166667","Nov","Sunday"
"3479","SR2","SR2-3","Private","2019-11-03T19:41:00.000","19","2019-11-03T21:08:00.000","21","7.63","1.443333333","Nov","Sunday"
"3480","UT7","UT7-2","Private","2019-11-03T19:51:00.000","19","2019-11-04T07:30:00.000","7","6.12","11.66111111","Nov","Sunday"
"3481","Bl2","Bl2-1","Private","2019-11-03T20:40:00.000","20","2019-11-04T09:05:00.000","9","12.67","12.41055556","Nov","Sunday"
"3482","AdO3","AdO3-1","Shared","2019-11-03T20:53:00.000","20","2019-11-04T07:27:00.000","7","9.06","10.55833333","Nov","Sunday"
"3483","UT7","UT7-3","Private","2019-11-03T20:59:00.000","20","2019-11-04T08:08:00.000","8","8.17","11.14694444","Nov","Sunday"
"3484","Bl2","Share-3","Shared","2019-11-03T21:29:00.000","21","2019-11-04T08:03:00.000","8","35.24","10.57888889","Nov","Sunday"
"3485","UT1","UT1-2","Private","2019-11-03T21:43:00.000","21","2019-11-04T09:17:00.000","9","25.29","11.56555556","Nov","Sunday"
"3486","AsO2","Share-20","Shared","2019-11-03T21:57:00.000","21","2019-11-04T07:30:00.000","7","17.03","9.548888889","Nov","Sunday"
"3487","AsO10","AsO10-1","Private","2019-11-03T22:09:00.000","22","2019-11-04T07:23:00.000","7","7.06","9.238611111","Nov","Sunday"
"3488","SR2","SR2-3","Private","2019-11-03T23:41:00.000","23","2019-11-04T07:45:00.000","7","49.22","8.058888889","Nov","Sunday"
"3489","Bl2","Bl2-4","Private","2019-11-03T23:51:00.000","23","2019-11-04T10:53:00.000","10","18.06","11.02138889","Nov","Sunday"
"3490","AdO1","AdO1-1","Private","2019-11-04T07:52:00.000","7","2019-11-04T15:21:00.000","15","19.56","7.487222222","Nov","Monday"
"3491","UT15","UT15-1","Private","2019-11-04T09:24:00.000","9","2019-11-04T11:18:00.000","11","6.56","1.900555556","Nov","Monday"
"3492","SR14","SR14-2","Private","2019-11-04T09:45:00.000","9","2019-11-04T10:12:00.000","10","3.12","0.437777778","Nov","Monday"
"3493","SR14","SR14-2","Private","2019-11-04T11:10:00.000","11","2019-11-04T14:35:00.000","14","24","3.404722222","Nov","Monday"
"3494","UT15","UT15-1","Private","2019-11-04T13:12:00.000","13","2019-11-04T13:41:00.000","13","1.47","0.473055556","Nov","Monday"
"3495","UT1","UT1-1","Private","2019-11-04T13:50:00.000","13","2019-11-04T15:11:00.000","15","4.91","1.350555556","Nov","Monday"
"3496","AsO10","AsO10-5","Private","2019-11-04T14:57:00.000","14","2019-11-04T17:44:00.000","17","20.07","2.780833333","Nov","Monday"
"3497","UT15","UT15-1","Private","2019-11-04T14:58:00.000","14","2019-11-05T10:24:00.000","10","6.75","19.43055556","Nov","Monday"
"3498","NR1","NR1-2","Private","2019-11-04T15:26:00.000","15","2019-11-05T06:27:00.000","6","2.45","15.03027778","Nov","Monday"
"3499","MS22","AsO4-2","Private","2019-11-04T15:44:00.000","15","2019-11-04T17:09:00.000","17","4.35","1.426388889","Nov","Monday"
"3500","AsO2","AsO6-1","Shared","2019-11-04T15:45:00.000","15","2019-11-04T20:35:00.000","20","35.29","4.839166667","Nov","Monday"
"3501","UT15","UT15-2","Private","2019-11-04T15:53:00.000","15","2019-11-05T07:27:00.000","7","20.65","15.56583333","Nov","Monday"
"3502","Bl2","Bl2-7","Private","2019-11-04T15:56:00.000","15","2019-11-04T18:38:00.000","18","8.56","2.699166667","Nov","Monday"
"3503","Bl2","Bl2-3","Private","2019-11-04T16:03:00.000","16","2019-11-05T07:34:00.000","7","6.51","15.52166667","Nov","Monday"
"3504","MS22","MS22-1","Private","2019-11-04T16:06:00.000","16","2019-11-05T06:55:00.000","6","34.79","14.82416667","Nov","Monday"
"3505","MS1","MS1-2","Private","2019-11-04T16:12:00.000","16","2019-11-04T19:43:00.000","19","6.18","3.510277778","Nov","Monday"
"3506","AdA6","AdA6-1","Private","2019-11-04T16:15:00.000","16","2019-11-04T18:27:00.000","18","3.26","2.193055556","Nov","Monday"
"3507","SR14","SR14-2","Private","2019-11-04T16:41:00.000","16","2019-11-05T07:21:00.000","7","45.92","14.67972222","Nov","Monday"
"3508","Bl2","Bl2-5","Private","2019-11-04T16:42:00.000","16","2019-11-04T21:36:00.000","21","4.71","4.905","Nov","Monday"
"3509","AsO2","AsO2-1","Private","2019-11-04T16:47:00.000","16","2019-11-05T07:27:00.000","7","12.4","14.67777778","Nov","Monday"
"3510","UT1","UT1-1","Private","2019-11-04T16:49:00.000","16","2019-11-04T18:14:00.000","18","5.14","1.41","Nov","Monday"
"3511","Bl2","Bl2-8","Private","2019-11-04T17:00:00.000","17","2019-11-04T18:38:00.000","18","10.2","1.638333333","Nov","Monday"
"3512","UT7","UT7-5","Private","2019-11-04T17:36:00.000","17","2019-11-05T07:52:00.000","7","5.49","14.27555556","Nov","Monday"
"3513","UT1","UT1-1","Private","2019-11-04T19:25:00.000","19","2019-11-05T01:24:00.000","1","10.05","5.982777778","Nov","Monday"
"3514","AsO10","AsO10-5","Private","2019-11-04T19:26:00.000","19","2019-11-05T07:26:00.000","7","45.24","12.00694444","Nov","Monday"
"3515","AdA6","AdA6-1","Private","2019-11-04T19:39:00.000","19","2019-11-05T07:46:00.000","7","4.48","12.11861111","Nov","Monday"
